        0.000000,        0.031247,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.025000,        0.066380,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.050000,        0.107818,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.075000,        0.159503,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.100000,        0.227849,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.125000,        0.323287,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.150000,        0.462780,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.175000,        0.673901,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.200000,        1.001467,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.225000,        1.518315,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.250000,        2.342813,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.275000,        3.667321,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.300000,        5.804433,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.325000,        9.262121,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.350000,       14.865854,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.375000,       23.957025,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.400000,       38.715407,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.425000,       62.683142,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.450000,      101.616219,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.475000,      164.868128,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.500000,      267.638301,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.525000,      434.625823,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.550000,      705.966718,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.575000,     1146.882029,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.600000,     1863.355964,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.625000,     3027.612868,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.650000,     4919.517307,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.675000,     7993.849213,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.700000,    12989.625983,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.725000,    21107.750892,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
